종목코드,유동자산,자산총계,유동부채,부채총계,결산기준일
228850,143367232884.0,200223615994.0,17882458151.0,20541786927.0,2018-03-31
90360,106828553324.0,139750291943.0,77084724564.0,87350006049.0,2018-03-31
32350,91528844187.0,407668553920.0,91290254408.0,234820111365.0,2018-03-31
23530,5668028384706.0,27379233894828.0,8349475117252.0,14223408891912.0,2018-03-31
4000,768259761129.0,1698934798914.0,375660429973.0,471365446390.0,2018-03-31
280360,548491744982.0,1910984656007.0,376622493148.0,1092794132204.0,2018-03-31
5300,947049130744.0,3661592444978.0,757226337601.0,2373406366334.0,2018-03-31
11170,8869935908047.0,20433068122917.0,4235489472951.0,8022540650518.0,2018-03-31
38060,202339351808.0,369973125297.0,129591391974.0,150710206146.0,2018-03-31
85370,111621630875.0,199052894335.0,51079498760.0,66637324444.0,2018-03-31
60240,73166644743.0,111581508521.0,27970449710.0,28013646932.0,2018-03-31
16100,102603411479.0,195608696288.0,44972873217.0,80811879787.0,2018-03-31
12700,1076502876054.0,1151224199012.0,737071476900.0,837834102503.0,2018-03-31
131100,23497126287.0,46203307256.0,26631482815.0,26746924593.0,2018-03-31
27740,47349816953.0,259810620849.0,126083970032.0,167997272219.0,2018-03-31
38290,128546207953.0,180875409290.0,40911557859.0,54114236428.0,2018-03-31
204320,2083680884268.0,4507108220214.0,2075433503232.0,3057154893581.0,2018-03-31
1080,160868288106.0,249933905870.0,16707502529.0,20530419150.0,2018-09-30
5990,477412192396.0,901194567370.0,308643578212.0,427050014005.0,2018-03-31
93520,72163159880.0,82578262319.0,34374001433.0,36284052144.0,2018-03-31
67280,76144144548.0,122900265559.0,31896404263.0,37175929749.0,2018-03-31
72870,151264977503.0,347506523821.0,59502314330.0,75764070371.0,2018-03-31
215200,83275631139.0,339224287839.0,126074006335.0,157414976705.0,2018-03-31
41920,35846342502.0,62899602187.0,11126869076.0,14089277230.0,2018-03-31
86900,91001269016.0,380710874066.0,119629463473.0,160558906013.0,2018-03-31
78160,44517710798.0,139141378743.0,5112409701.0,42226654337.0,2018-03-31
15540,11198097464.0,20505995363.0,8988671440.0,9274020739.0,2018-03-31
140410,69077605161.0,72732372858.0,18731728837.0,18731728837.0,2018-03-31
90370,25892094893.0,72452911161.0,25960652718.0,27023239181.0,2018-03-31
59210,37367427334.0,118303467511.0,53599979931.0,69074436623.0,2018-03-31
58110,8537256157.0,22991030981.0,1748775364.0,15670441059.0,2018-03-31
17180,110623326898.0,241696116606.0,125594317923.0,145048448380.0,2018-03-31
5360,80511894985.0,173700509857.0,51475375039.0,97359521726.0,2018-03-31
80420,218476474071.0,647723610374.0,249549111936.0,348363689725.0,2018-03-31
80160,213458639110.0,342658416978.0,147053093203.0,180127791884.0,2018-03-31
87260,38315980343.0,56809014519.0,10749663207.0,28263785327.0,2018-03-31
101330,117569318769.0,250021135266.0,42623942906.0,43893950350.0,2018-03-31
9680,323074342465.0,424907143657.0,19917547409.0,34642417382.0,2018-03-31
118990,148958926048.0,207275765162.0,63379005905.0,68392186134.0,2018-03-31
9580,282646336465.0,1092408519974.0,313109718077.0,523124430263.0,2018-03-31
9200,735670549591.0,1926398103243.0,747424573072.0,1273589886087.0,2018-03-31
33920,74008306660.0,660941191359.0,131270462474.0,134656832338.0,2018-03-31
95500,160202782122.0,288020043390.0,107372169361.0,120771535062.0,2018-03-31
25560,58555869240.0,84119304013.0,18692802087.0,23638497642.0,2018-03-31
7120,28728375048.0,67332442162.0,1026046359.0,2049442603.0,2018-03-31
49950,163277470939.0,203485276529.0,112065159430.0,114005128152.0,2018-03-31
207760,16830322494.0,38790513094.0,9058998654.0,9651189136.0,2018-03-31
2840,124806401377.0,302096345616.0,61567003211.0,83591472441.0,2018-03-31
107590,67723896654.0,187623726352.0,42819294276.0,62558805942.0,2018-03-31
59090,106071137701.0,243786939438.0,60420049462.0,109779581321.0,2018-03-31
201490,26071576841.0,124936005057.0,5609050864.0,52894585920.0,2018-03-31
214180,108894425975.0,203356765682.0,47237726708.0,62705849849.0,2018-03-31
155900,3297170959.0,46875603107.0,1540283043.0,1704808725.0,2018-03-31
206640,60569881369.0,108808714155.0,24098207775.0,40232532783.0,2018-03-31
35620,41592810257.0,70661473276.0,12333544724.0,37718339360.0,2018-03-31
53030,50444671618.0,172897986150.0,34614112115.0,35543414716.0,2018-03-31
84990,100223685925.0,177100021268.0,978604350.0,14567514851.0,2018-03-31
64550,23707833741.0,55472954183.0,20653172174.0,31706216151.0,2018-03-31
208710,27364650679.0,67237520438.0,12690534158.0,25428188437.0,2018-03-31
142760,79503164430.0,166784241559.0,34035769258.0,94109989766.0,2018-03-31
43150,150842587153.0,336584710458.0,84665142659.0,132103394414.0,2018-03-31
3610,146075766040.0,238946141515.0,47512818222.0,53729984738.0,2018-12-31
14580,67206818657.0,264686377635.0,55363359060.0,92298355829.0,2018-03-31
35150,130125567448.0,203601650029.0,69123812265.0,78007015152.0,2018-03-31
2410,68609750925.0,122370167850.0,41652097991.0,78493506331.0,2018-03-31
7210,234153870193.0,448784169308.0,128020080706.0,158336010784.0,2018-03-31
3850,229802562691.0,405833780187.0,123558392021.0,161486549801.0,2018-03-31
6910,75671909822.0,130921191865.0,42547843026.0,45908973929.0,2018-03-31
890,63540152783.0,213707020195.0,82966768332.0,114744470036.0,2018-03-31
3000,118549067434.0,233895003172.0,20117041756.0,28000933625.0,2018-03-31
14470,95535164944.0,273090845425.0,60478266933.0,77862157690.0,2018-03-31
11390,54523955095.0,125192069004.0,43585835025.0,56016358640.0,2018-03-31
100120,102312114338.0,144327382056.0,16677901907.0,18405756789.0,2018-03-31
66980,90416369802.0,196526748750.0,29638478720.0,38121966476.0,2018-03-31
251630,76843779054.0,87443027662.0,22629981016.0,22666981016.0,2018-03-31
33560,112263908686.0,179750876844.0,13532844520.0,14655457875.0,2018-03-31
121800,46467320947.0,146937879099.0,11839773204.0,20161886447.0,2018-03-31
148140,71943889984.0,94859473985.0,51306116226.0,65264571762.0,2018-03-31
100220,119997741266.0,249341856012.0,46088630638.0,49868509301.0,2018-03-31
141000,125371706190.0,151723178564.0,48858966345.0,50166369514.0,2018-03-31
90460,213666644796.0,410943178695.0,162783161630.0,272018326298.0,2018-03-31
83650,154762832857.0,397080680283.0,237626385997.0,287852463333.0,2018-03-31
82920,49280737557.0,141179784209.0,27717983829.0,30235503418.0,2018-03-31
42370,140326269831.0,340865561957.0,89566285644.0,129724249482.0,2018-09-30
32850,18872599806.0,54401136801.0,8549086328.0,10398831979.0,2018-03-31
93190,121583159762.0,159797393899.0,18389780160.0,19678111076.0,2018-03-31
5180,374360263681.0,648841819068.0,112905098363.0,128829922911.0,2018-03-31
143240,35632543305.0,90624176207.0,15215022079.0,15215022079.0,2018-03-31
3960,238165467420.0,684232332073.0,299169460118.0,375005331078.0,2018-03-31
8040,172319340813.0,503387951360.0,328843975629.0,338158694662.0,2018-03-31
7160,308728884611.0,1111200953723.0,446621635662.0,631901393972.0,2018-03-31
79660,156786548257.0,381028359360.0,200187682903.0,228072792146.0,2018-03-31
100090,39675469163.0,505680843705.0,164151334872.0,268011726273.0,2018-03-31
5090,196082901234.0,777086221311.0,297474762767.0,460463545820.0,2018-03-31
122350,79393393536.0,339951323165.0,189403246268.0,222149833636.0,2018-03-31
23600,146215413473.0,523766385504.0,140592011867.0,215848404431.0,2018-03-31
1470,257119627902.0,374706090348.0,173980572093.0,255215979694.0,2018-03-31
6400,4250328745928.0,16343312554723.0,3003784925570.0,4697117677587.0,2018-03-31
6660,168063357363.0,264110059523.0,49872430278.0,54953354741.0,2018-03-31
28260,11810783255849.0,48407588371124.0,14223230162668.0,23388091703756.0,2018-03-31
18260,5372560934422.0,7475864183998.0,1526955095447.0,1766156026251.0,2018-03-31
28050,3264898991842.0,5036737263131.0,3598564481559.0,4005244362217.0,2018-03-31
9150,2789233305787.0,8224856170562.0,2755837086387.0,3733162911130.0,2018-03-31
5930,154941953000000.0,312473113000000.0,68298586000000.0,89213233000000.0,2018-03-31
1360,66194938491.0,158903221194.0,47857436062.0,55996299168.0,2018-03-31
10140,7030796229300.0,14071444705308.0,7407715489951.0,8352264208824.0,2018-03-31
68290,85865975874.0,189045258537.0,50581445653.0,72059361118.0,2018-03-31
145990,716947000000.0,2112318000000.0,568916000000.0,871331000000.0,2018-03-31
3230,117455162575.0,397445382056.0,154210641285.0,181948190207.0,2018-03-31
2170,222215483445.0,314937585989.0,29652619389.0,40058438849.0,2018-03-31
70,1118683000000.0,3246846000000.0,686131000000.0,1309311000000.0,2018-03-31
2810,244906854902.0,374266089460.0,43874254292.0,59949596712.0,2018-03-31
54540,65482151531.0,111871565111.0,33089980262.0,35172771608.0,2018-03-31
65570,59298109860.0,92723605853.0,8520497188.0,9653497188.0,2018-03-31
5680,331643038505.0,509685730062.0,36424569656.0,39228322180.0,2018-03-31
3720,43998641600.0,108145906586.0,49170014710.0,55549432653.0,2018-03-31
2450,202680647863.0,626107968893.0,221366919736.0,413528441404.0,2018-03-31
520,51670436599.0,134581073773.0,54207026800.0,86355929445.0,2018-03-31
9770,150190638878.0,208391736857.0,19611877862.0,25436593484.0,2018-03-31
37460,309584002258.0,536828343183.0,218136681194.0,267023189707.0,2018-03-31
250,137417373091.0,241361802090.0,26131193634.0,40015435469.0,2018-03-31
4690,1373714067035.0,3883200613649.0,1043936714988.0,2484389406911.0,2018-03-31
24950,61573925955.0,186719238494.0,77940542024.0,83351094127.0,2018-03-31
38500,197216727540.0,1257265308220.0,314026843660.0,632870390366.0,2018-03-31
10960,153940014132.0,273262804318.0,101423645484.0,107435010574.0,2018-03-31
46390,31640823980.0,42916784130.0,1349564589.0,3928688075.0,2018-03-31
9470,81502977374.0,137623792246.0,66166126268.0,82098503260.0,2018-03-31
11230,26884759462.0,70498847670.0,35299777252.0,45027557513.0,2018-03-31
1820,91963805269.0,156890226849.0,68162005649.0,77824499120.0,2018-03-31
390,262052057050.0,537631723814.0,157254376847.0,251653372388.0,2018-03-31
38540,1799086202464.0,2413599719092.0,1907202405766.0,2085003283713.0,2018-03-31
41650,224424258552.0,415316473072.0,178342296189.0,242601884935.0,2018-03-31
91580,36699302435.0,107890695330.0,59481928624.0,67864317730.0,2018-03-31
89980,102481391427.0,218419537310.0,79769295532.0,108853917248.0,2018-03-31
75180,164886185582.0,270690727286.0,29843177295.0,49025453926.0,2018-03-31
7540,115202451537.0,313148011459.0,74708776770.0,96648122364.0,2018-03-31
248170,84358623322.0,199502565001.0,73842656618.0,82820872732.0,2018-03-31
38070,32094063313.0,70905421397.0,13870033760.0,18285525550.0,2018-03-31
7860,1380242293966.0,2793072528559.0,1476823403699.0,1779103960481.0,2018-03-31
200880,968960389598.0,1753643144533.0,986249121215.0,1070485904141.0,2018-03-31
17390,811111433181.0,1576395579984.0,426000557240.0,643135522579.0,2018-03-31
46890,574948399860.0,1262495615377.0,475259439998.0,584737872943.0,2018-03-31
63170,99807280989.0,155288930646.0,55733118060.0,83560175953.0,2018-03-31
21050,97878646355.0,221207535817.0,120281295742.0,124549632032.0,2018-03-31
93920,128376704492.0,194002962978.0,40459017049.0,43769237570.0,2018-03-31
178320,155798321877.0,312404417415.0,165179008818.0,182330184309.0,2018-03-31
8490,206593821919.0,604264244367.0,216048653038.0,310649100737.0,2018-03-31
35890,510760496300.0,807775104781.0,408669827091.0,537140804960.0,2018-03-31
3100,66987743435.0,542660401921.0,73471538283.0,240648447314.0,2018-03-31
123420,92614445495.0,140227624329.0,11236159881.0,13099356573.0,2018-03-31
7610,66025471022.0,148690598179.0,21324672423.0,60216879798.0,2018-03-31
171090,91276563120.0,126560405077.0,42090800566.0,43332248901.0,2018-03-31
136490,295878850801.0,731230810987.0,337561581370.0,385922589619.0,2018-03-31
2820,268952078672.0,591228664936.0,276093100960.0,323053723018.0,2018-03-31
14620,250222950300.0,505642210039.0,45226064204.0,58553409104.0,2018-03-31
37350,289138420605.0,357647877498.0,159539432761.0,167394341669.0,2018-03-31
14910,28648909724.0,44263449001.0,12810141407.0,14725761782.0,2018-03-31
4980,299674305374.0,1061644784254.0,539210322707.0,702986096885.0,2018-03-31
11300,148997956167.0,306711438150.0,153624135048.0,201527406837.0,2018-03-31
81580,80496940345.0,143454330302.0,35518655388.0,39805514184.0,2018-03-31
15750,1387887826751.0,3398114656414.0,1610144929403.0,2194418665923.0,2018-03-31
180,97382962582.0,655656367758.0,74296583427.0,156637368635.0,2018-03-31
4360,220444751817.0,965164311835.0,119849349567.0,181361915460.0,2018-03-31
4490,722174272434.0,1177323359783.0,262156026150.0,271675578222.0,2018-03-31
11560,225369726769.0,279250768081.0,125722113391.0,129639420962.0,2018-03-31
1430,1360934547185.0,3704697383535.0,965744636649.0,1702190678432.0,2018-03-31
3030,1419908372909.0,2580990089214.0,1003833367210.0,1293762079143.0,2018-03-31
19440,357118339550.0,542323942290.0,187226394659.0,220306188634.0,2018-03-31
58650,2243376662227.0,5438546173769.0,1580738936370.0,2462355702375.0,2018-03-31
13000,37057742479.0,45785673402.0,13425380986.0,13581122541.0,2018-03-31
100700,51348619342.0,89490139636.0,9777298025.0,9777298025.0,2018-03-31
91090,91101183936.0,349352648532.0,119073008046.0,162408528615.0,2018-03-31
21820,383127694716.0,646681623017.0,110036697167.0,131266548551.0,2018-09-30
67830,125409494218.0,582711305522.0,123708345888.0,173133425564.0,2018-03-31
33530,448284227241.0,852710404465.0,412885518895.0,480315752151.0,2018-03-31
36630,259933645377.0,417879175863.0,68728872511.0,84492164631.0,2018-03-31
75580,93338545854.0,357437557869.0,165599574459.0,204793819210.0,2018-03-31
53450,164252833136.0,369147825872.0,163698052809.0,237728803981.0,2018-03-31
145210,83885845027.0,250442096694.0,157972743956.0,172573069934.0,2018-03-31
49180,28180680263.0,63001265035.0,23497983940.0,27702507778.0,2018-03-31
108860,34074199093.0,104965919211.0,33024989161.0,54210965192.0,2018-03-31
68270,1619647947538.0,3523220168604.0,608062063976.0,884071179863.0,2018-03-31
68760,186749582431.0,491898660906.0,119996535537.0,169014871992.0,2018-03-31
91990,2806165825030.0,2886231728648.0,1075707166433.0,1111703932622.0,2018-03-31
35610,84024061512.0,190723528606.0,21006896196.0,24090104417.0,2018-03-31
36830,381442290886.0,932277207142.0,242011551128.0,255224907968.0,2018-03-31
230980,16989392073.0,43188221746.0,18016841489.0,31992813847.0,2018-03-31
4430,422056000000.0,910348000000.0,365647000000.0,523584000000.0,2018-03-31
86980,125449938990.0,169331648942.0,32926148944.0,33388068772.0,2018-03-31
17550,68017201136.0,113426543473.0,17962686725.0,19976203958.0,2018-03-31
236200,65908838680.0,104664302081.0,5056811661.0,5848256878.0,2018-03-31
94840,57366124632.0,131252149944.0,3508776035.0,7489981268.0,2018-03-31
192440,179148372130.0,264458368371.0,35004336551.0,37816116849.0,2018-03-31
253450,282573794673.0,456340237244.0,79353021336.0,79851639558.0,2018-03-31
20710,63290741303.0,119205804820.0,23422683558.0,25142871452.0,2018-03-31
33170,56674050079.0,221554665717.0,57956642634.0,64653685647.0,2018-03-31
48870,23952222734.0,108766279455.0,41086641251.0,77407177847.0,2018-03-31
25320,77023860673.0,163407159912.0,93310459349.0,103536125469.0,2018-03-31
269620,28393842674.0,37363747132.0,4375144963.0,4464147571.0,2018-03-31
16590,193017136433.0,736335587788.0,219807677065.0,306969357796.0,2018-03-31
29530,732081948470.0,945723215141.0,86314569429.0,97526509575.0,2018-03-31
4970,327917640553.0,551232285488.0,60797391214.0,76861171341.0,2018-03-31
215600,149037201974.0,221147431824.0,14888260715.0,29828177546.0,2018-03-31
65350,174614589488.0,360689340118.0,192125634756.0,239758834429.0,2018-03-31
11930,354461957501.0,713320162129.0,485202799547.0,590399909981.0,2018-03-31
5390,437373782250.0,695983635243.0,403759493300.0,469169405552.0,2018-09-30
4170,1421732892197.0,10496683259674.0,2876626515041.0,5544571109955.0,2018-03-31
31430,370917622262.0,948961822743.0,251404120656.0,448397199889.0,2018-03-31
31440,288657003503.0,666310545696.0,226929685179.0,347228498607.0,2018-03-31
6880,103972321000.0,280350212566.0,99387507784.0,142229637326.0,2018-03-31
56000,19247185797.0,21799197853.0,2282228888.0,2316272288.0,2018-03-31
5800,151865098288.0,335275815582.0,20471641218.0,30940001830.0,2018-03-31
9270,253759789879.0,402789663689.0,161321839202.0,223604186563.0,2018-03-31
138070,51781667585.0,100095105769.0,27319128529.0,28434534133.0,2018-03-31
19170,218821072358.0,382685877304.0,135243782775.0,173005676540.0,2018-03-31
2870,68974412333.0,155846396344.0,101912275696.0,109005773392.0,2018-03-31
5450,50224692275.0,168296439155.0,100406450762.0,133901116415.0,2018-03-31
4080,55351743678.0,133466635152.0,41950454216.0,47240816898.0,2018-03-31
243840,62771048393.0,163690463657.0,54658419765.0,91591954791.0,2018-03-31
108320,530943884022.0,583163780906.0,173117251682.0,177669265357.0,2018-03-31
222800,230918898820.0,758070578268.0,420849071759.0,544426447094.0,2018-03-31
36710,231822750863.0,781300048153.0,416401849982.0,551745520070.0,2018-03-31
160980,86360511738.0,162361211041.0,55829253092.0,61411022881.0,2018-03-31
102280,99390125938.0,732272113325.0,325322417615.0,392094900545.0,2018-03-31
3410,741502992677.0,3453424725215.0,774672166203.0,1469036572378.0,2018-03-31
3620,606921325356.0,2196706263467.0,986381291207.0,1455073647963.0,2018-03-31
4770,36143937704.0,44335096488.0,1556842333.0,1965110908.0,2018-03-31
208640,55040754608.0,60141095886.0,3915275272.0,34212704129.0,2018-03-31
99320,24278807259.0,73902391758.0,13871945804.0,18788653091.0,2018-03-31
49960,71652952925.0,97527406879.0,6222325691.0,6243277691.0,2018-03-31
50890,114011349568.0,254039907727.0,165309025452.0,172967773603.0,2018-03-31
222080,87005754513.0,101941539417.0,53274537251.0,54640847662.0,2018-03-31
4920,12262850062.0,37087464323.0,9925459062.0,14364902140.0,2018-03-31
112610,271182827815.0,442744038070.0,155055925791.0,160292155422.0,2018-03-31
225330,21606557492.0,80466097373.0,21704984480.0,29313379029.0,2018-03-31
96530,110095754367.0,173123735778.0,21498372190.0,31579402018.0,2018-03-31
60590,71601063310.0,195925436098.0,67327775412.0,120216452453.0,2018-03-31
260930,150145792668.0,190672044634.0,19445595273.0,21767264731.0,2018-03-31
13990,96777717342.0,215111410567.0,21952706287.0,50283004243.0,2018-03-31
8700,94709583760.0,152128435582.0,82901446545.0,83488847100.0,2018-03-31
90430,1868871894875.0,5586905770005.0,1163102849925.0,1307359420554.0,2018-03-31
2790,2781774236449.0,7603485808456.0,1308410818129.0,1534539056497.0,2018-03-31
52710,174278061287.0,393989013576.0,116237895015.0,194242637442.0,2018-03-31
74430,29607008383.0,51142697193.0,3960693769.0,5030378919.0,2018-03-31
92040,80323979409.0,175033198103.0,52786819171.0,55161169630.0,2018-03-31
83930,179462672763.0,222418094732.0,118862968769.0,127190762804.0,2018-03-31
36010,85124210597.0,111642001404.0,23953950207.0,24197069674.0,2018-03-31
2030,637555404422.0,2735742143524.0,396291049174.0,1470818077590.0,2018-03-31
183190,361094638579.0,1859850846930.0,207764365489.0,1128038822007.0,2018-03-31
2310,261907406651.0,776669195005.0,181781153562.0,304856555398.0,2018-03-31
67390,142601298712.0,322278509758.0,112632362858.0,204631731932.0,2018-03-31
20560,1703530368162.0,8484582866701.0,3481183079077.0,7270667933825.0,2018-03-31
143160,130154884986.0,165151800799.0,17934715180.0,18421266121.0,2018-03-31
60570,68708606759.0,143510713311.0,20709955926.0,28780452754.0,2018-03-31
122900,895357606410.0,1100827505193.0,646148030486.0,678174251175.0,2018-03-31
99190,101123043937.0,238445753534.0,28187058980.0,71075653888.0,2018-03-31
40910,138531533259.0,219944532086.0,62477818262.0,98249659016.0,2018-03-31
10780,1733171820201.0,2571910467595.0,1437593202513.0,1644518169593.0,2018-03-31
38880,19955032727.0,85960451930.0,35712350720.0,49675216914.0,2018-03-31
3560,102171977630.0,254353479024.0,21456654072.0,25591460376.0,2018-03-31
31310,81415275082.0,123395112111.0,31188741683.0,46134032672.0,2018-03-31
23890,307167064218.0,421336227363.0,147812561911.0,151504475931.0,2018-03-31
67160,67454835910.0,110912249038.0,39035013860.0,39035013860.0,2018-03-31
1540,130342198360.0,206586871567.0,57251173249.0,69632354617.0,2018-03-31
53800,147995028967.0,225121531859.0,49075490891.0,50402329632.0,2018-03-31
1780,222222261000.0,503712517138.0,247394005198.0,295760998402.0,2018-03-31
131370,26592546517.0,55356547072.0,4168083824.0,5043832382.0,2018-03-31
61040,129029002642.0,191965683122.0,55422512857.0,72284216288.0,2018-03-31
196170,34575602575.0,41888166693.0,2533086903.0,3045655007.0,2018-03-31
117670,41556288292.0,78554979728.0,34807481235.0,35376431426.0,2018-03-31
18250,266376240405.0,369290237276.0,88851299681.0,102028314253.0,2018-03-31
161000,308477666526.0,469176817159.0,159446640232.0,167223741340.0,2018-03-31
205500,24679219785.0,31944073594.0,3208731977.0,11242673262.0,2018-03-31
52790,81181719892.0,142638552485.0,27765500103.0,38959042321.0,2018-03-31
255440,106285341328.0,140136360366.0,31147896390.0,32387957551.0,2018-03-31
102120,53985090864.0,89512719119.0,8844784841.0,15212144960.0,2018-03-31
19990,23124166062.0,43491640251.0,2190729212.0,2190729212.0,2018-03-31
11090,122283629092.0,167719016133.0,97428879287.0,108133850343.0,2018-03-31
25980,67124152002.0,720888831931.0,123017178641.0,395166103833.0,2018-03-31
38680,107149223003.0,134585317370.0,62649019615.0,66628667362.0,2018-03-31
217480,95458669999.0,147669834413.0,31570911361.0,37565398436.0,2018-03-31
97780,125096656873.0,237659812876.0,29753972414.0,33365714880.0,2018-03-31
95910,181615452492.0,295384400285.0,137004714351.0,192632752912.0,2018-03-31
31330,210981951347.0,309890293782.0,116220953459.0,119832852474.0,2018-03-31
56190,1078354971110.0,1803213552017.0,587595734113.0,845207071094.0,2018-03-31
5850,807607690490.0,1611035973717.0,474158762319.0,650338876729.0,2018-03-31
41510,424488892265.0,789784631259.0,306514296017.0,339298706926.0,2018-03-31
7820,69774260791.0,94326121247.0,16721109181.0,19407248476.0,2018-03-31
109610,159433743074.0,314048666986.0,150112493128.0,199371028533.0,2018-03-31
12750,675180053603.0,1695493066598.0,376381576512.0,475332158259.0,2018-03-31
123700,131836742134.0,201451085382.0,25108254172.0,30347386146.0,2018-03-31
25530,182416168876.0,292084324169.0,35710057220.0,44613282367.0,2018-03-31
96630,97445827913.0,190355645379.0,86937777241.0,99155637454.0,2018-03-31
69510,139271601079.0,178596197022.0,52859879211.0,56682519069.0,2018-03-31
41910,50295319126.0,100320604327.0,12898969514.0,14434993112.0,2018-03-31
39440,128893038296.0,169608390217.0,78815114385.0,80366889245.0,2018-03-31
52020,12152307826.0,24314880494.0,1724099224.0,7080546123.0,2018-03-31
237690,213129642840.0,376359817715.0,31798409220.0,33755004959.0,2018-03-31
58610,180377919362.0,255380263858.0,127777158469.0,148287496437.0,2018-03-31
23960,118162025666.0,379987201002.0,175988162455.0,222018762731.0,2018-03-31
200710,44116992149.0,58380868839.0,16416489307.0,17809720183.0,2018-03-31
78520,301256112052.0,366265810317.0,57423623517.0,60583237114.0,2018-03-31
88800,247653051432.0,421707330734.0,318400565095.0,346651567233.0,2018-03-31
15260,50883393391.0,150162805587.0,35548487235.0,78323502350.0,2018-03-31
72990,19494590126.0,61932187309.0,14136523237.0,19542793035.0,2018-03-31
28300,72040591602.0,231679083697.0,51814866781.0,89595009949.0,2018-03-31
67630,89964939948.0,196439370101.0,36213298995.0,143358761177.0,2018-03-31
182400,41155704271.0,62300014058.0,11093596123.0,18024693123.0,2018-03-31
7460,278069266770.0,337451861480.0,96952180696.0,161711754071.0,2018-03-31
3060,65274802570.0,156696681475.0,27359068993.0,75559198781.0,2018-03-31
214870,54671975764.0,69031437695.0,7924073709.0,30206189999.0,2018-03-31
230360,79167527687.0,94271811021.0,15377167606.0,22045259260.0,2018-03-31
38870,29496128510.0,108730666356.0,20050599604.0,54085939042.0,2018-03-31
86520,184219462911.0,487681598486.0,182423915213.0,301131629803.0,2018-03-31
73540,13132758498.0,58637821684.0,10092114929.0,25256337990.0,2018-03-31
36810,56981022135.0,138932198257.0,42520322924.0,57192200001.0,2018-03-31
63440,24636404016.0,45205727644.0,2159039349.0,3488880474.0,2018-03-31
173940,88850417342.0,118399386267.0,18796941648.0,21607682787.0,2018-03-31
65160,65769440436.0,123613897441.0,50992228851.0,55232126108.0,2018-03-31
67570,254317271583.0,497231487150.0,259359499562.0,333503770017.0,2018-03-31
36570,1906382514091.0,3480562860951.0,792311367601.0,939803448478.0,2018-03-31
217820,47478808850.0,60007676416.0,34885170905.0,35685170905.0,2018-03-31
138250,136236873899.0,806255909916.0,206902910314.0,381827010304.0,2018-03-31
85310,67038764586.0,242265888487.0,82551449809.0,92303215985.0,2018-03-31
9810,41116232516.0,61907915695.0,14351843833.0,14864707286.0,2018-03-31
206400,19991550345.0,23684552678.0,8981962398.0,10306003212.0,2018-03-31
69410,21252677067.0,48300424306.0,10102147612.0,10229935280.0,2018-03-31
4250,171533397327.0,384388468459.0,122666095684.0,133212268840.0,2018-03-31
61970,103983113261.0,358978215963.0,131355531793.0,226081080234.0,2018-03-31
138690,87193566413.0,186753569269.0,145288025577.0,154230460192.0,2018-03-31
66970,179845043083.0,282773880115.0,118699516487.0,155511068400.0,2018-03-31
156100,50506803974.0,90905846641.0,45253328495.0,52528831946.0,2018-03-31
83310,99531550936.0,166414576623.0,34484827905.0,50855815926.0,2018-03-31
37950,18355267021.0,86517503746.0,8583754522.0,10232819514.0,2018-03-31
58630,14744181314.0,43864479119.0,7126121704.0,10345912456.0,2018-03-31
97520,196141450121.0,356926397168.0,248416810444.0,251375379696.0,2018-03-31
123040,209793729856.0,592408704880.0,341451877255.0,468411722522.0,2018-03-31
33160,204890779698.0,1664766695267.0,304253128578.0,852211793708.0,2018-03-31
115960,87993425196.0,264767749087.0,53447369494.0,77011404224.0,2018-03-31
14440,90138651869.0,182313301589.0,38994924065.0,41494924065.0,2018-03-31
111770,1428641658735.0,2495297890257.0,599356397610.0,1079260396695.0,2018-03-31
9970,1708932405499.0,2996530657785.0,634444255618.0,1151178509891.0,2018-03-31
670,1418866966914.0,4716089063776.0,698684950072.0,1225052604910.0,2018-03-31
265560,41458517771.0,60171617977.0,11542866493.0,13307196105.0,2018-03-31
12160,104489616160.0,304634396431.0,95288448362.0,138153566276.0,2018-03-31
36000,238172478521.0,412341976835.0,173954156342.0,209928005070.0,2018-03-31
15360,578546743213.0,1444709364648.0,511821595798.0,783200134466.0,2018-03-31
80520,68258429044.0,127415259118.0,8043703035.0,10506609588.0,2018-03-31
7310,744183209111.0,1840889750568.0,530210917406.0,681020556399.0,2018-03-31
46120,50749796213.0,113476130832.0,25563316730.0,51817810182.0,2018-03-31
2630,79302662733.0,176714287018.0,73424235445.0,93162697144.0,2018-06-30
271560,499867916714.0,2336933737699.0,512670666028.0,914373464246.0,2018-03-31
1800,731858991638.0,4385570905323.0,560780932500.0,1194381350554.0,2018-03-31
53980,38812883563.0,82964875770.0,32393161019.0,32995171519.0,2018-03-31
52420,67396020111.0,128028173451.0,30414158495.0,40500932722.0,2018-03-31
241790,36158049332.0,62477845338.0,18661995949.0,20194029266.0,2018-03-31
39200,27677316092.0,38543211081.0,10741055730.0,13916108060.0,2018-03-31
48260,348459122780.0,588868151847.0,381632634043.0,465784570290.0,2018-03-31
138080,56569382700.0,95645991622.0,26628557509.0,31246948604.0,2018-03-31
67170,371320273686.0,498615816326.0,289835636378.0,329198244082.0,2018-03-31
49480,66125699278.0,119195375261.0,37418795428.0,47053170798.0,2018-03-31
82210,87977568303.0,227134296537.0,109348442853.0,134230815663.0,2018-03-31
122990,139796150880.0,347983970578.0,112936977144.0,121797088302.0,2018-03-31
232140,157519946669.0,202303407187.0,61158108831.0,107500238828.0,2018-03-31
